year,category,position,name,lastname,firstname,gender,age,bib,state_province_country,city,state_province,country,start,gateway_enter,gateway_exit,melgeorges_enter,melgeorges_exit,myrtle_lake_enter,myrtle_lake_exit,crescent_enter,crescent_exit,ski_pulk_enter,ski_pulk_exit,finish_time,overall_duration,comments,unsupported
2017,Ski,1,"Skustad, Carl",Skustad,Carl,,,143,MN USA,,,,1/30 07:02,1/30 11:16,1/30 11:47,1/30 18:58,1/31 00:41,,,,,1/31 10:40,1/31 11:17,1/31 15:34,32:32:00,,
2022,Ski,5,"Skustad, Carl",Skustad,Carl,,,146,MN USA,,,,1/31 07:02,1/31 12:27,1/31 12:58,1/31 19:28,1/31 23:52,,,,,2/1 10:35,2/1 11:36,2/1 16:05,33:03:00,,
2018,Ski,2,"Skustad, Carl",Skustad,Carl,,,130,MN USA,,,,1/29 07:04,1/29 12:18,1/29 13:16,1/29 20:17,1/30 03:32,,,,,1/30 14:07,1/30 15:39,1/30 21:14,38:10:00,,
2019,Ski,999,"Skustad, Carl",Skustad,Carl,,,141,MN USA,,,,,1/28 07:02,1/28 13:25,1/28 14:45,1/29 00:22,,,,,,,,,,
2017,Run,25,"Slater, Daniel",Slater,Daniel,,,144,MI USA,,,,1/30 07:04,1/30 18:20,1/30 19:10,1/31 08:16,1/31 10:16,,,,,2/1 02:27,2/1 03:26,2/1 12:34,53:30:00,,
2018,Run,30,"Slater, Daniel",Slater,Daniel,,,131,MI USA,,,,1/29 07:06,1/29 18:01,1/29 18:01,1/30 07:15,1/30 09:35,,,,,1/31 03:44,1/31 04:58,1/31 14:32,55:26:00,,
2019,Run,999,"Slater, Daniel",Slater,Daniel,,,142,MI USA,,,,1/28 07:04,1/28 18:45,1/28 20:00,1/29 03:48,,,,,,,,,,,
2020,Run,999,"Slater, Daniel",Slater,Daniel,,,155,MI USA,,,,1/27 07:04,1/27 19:20,,,,,,,,,,,,Gateway,
2016,Run,999,"Smith, Chriss",Smith,Chriss,,,130,VA USA,,,,1/25 07:04,1/25 18:40,1/25 19:51,,,,,,,,,,,,
2020,Bike,31,"Smith, Kenneth",Smith,Kenneth,,,156,IN USA,,,,1/27 07:00,1/27 11:38,1/27 11:38,1/27 17:51,1/27 18:10,,,,,1/28 02:14,1/28 03:47,1/28 07:52,24:52:00,,
2019,Bike,999,"Smits, Gary",Smits,Gary,,,143,WI USA,,,,1/28 07:00,1/28 13:00,,,,,,,,,,,,,
2020,Bike,12,"Sobota, Kyle",Sobota,Kyle,,,158,MN USA,,,,1/27 07:00,1/27 10:49,1/27 11:02,1/27 16:10,1/27 16:35,,,,,1/27 23:07,1/27 23:07,1/28 02:40,19:40:00,,
2019,Run,1,"Spajic, Jovica",Spajic,Jovica,,,144,RS,,,,1/28 07:04,1/28 14:30,1/28 14:50,1/29 00:00,1/29 00:45,,,,,1/29 12:00,1/29 12:33,1/29 19:13,36:09:00,,
2022,Bike,37,"Spartz, John",Spartz,John,,,148,WI USA,,,,1/31 07:00,1/31 11:45,1/31 12:45,1/31 19:37,2/1 02:12,,,,,2/1 10:37,2/1 11:36,2/1 15:33,32:33:00,,
2020,Bike,68,"Spartz, John",Spartz,John,,,159,WI USA,,,,1/27 07:00,1/27 12:27,1/27 13:45,1/27 21:47,1/28 06:15,,,,,1/28 15:11,1/28 16:14,1/28 21:19,38:19:00,,
2017,Bike,72,"Spartz, John",Spartz,John,,,147,WI USA,,,,1/30 07:00,1/30 11:28,1/30 12:47,1/30 19:30,1/31 02:30,,,,,1/31 13:43,1/31 15:14,1/31 21:28,38:28:00,,
2018,Bike,999,"Spartz, John",Spartz,John,,,132,WI USA,,,,1/29 07:02,1/29 12:39,1/29 14:07,1/29 16:15,,,,,,,,,,Drop at Sheep Ranch Rd,
2019,Bike,999,"Spartz, John",Spartz,John,,,145,WI USA,,,,1/28 07:00,1/28 13:00,1/28 14:30,,,,,,,,,,,,
2022,Run,999,"Spencer, Patrick",Spencer,Patrick,,,149,AL USA,,,,1/31 07:04,1/31 16:00,1/31 16:40,2/1 06:12,,,,,,,,,,at MelGeorges,
2006,Bike,10,,STAEHLING,MATTHEW,M ,37,22,,,,USA,2/6/2006 7:00,,,2/6/2006 22:37,2/7/2006 7:46,,,,,,,2/7/2006 20:40,37:40:00,,
2015,Run,999,"Stapert, Phil",Stapert,Phil,,,142,MI USA,,,,1/26 07:04,1/26 17:49,1/26 19:04,1/27 14:00,,,,,,,,,,dropped at MelGeorge,
2010,Ski,,,Stattelman,Mike,M,,41,,,,,2/1/2010 7:03,2/1/2010 17:05,2/1/2010 17:41,2/2/2010 7:04,2/2/2010 9:36,,,,2/3/2010 3:50,2/3/2010 4:31,2/3/2010 14:00,,54:57:00,,
2017,Bike,42,"Stattelman, Mike",Stattelman,Mike,,,148,MN USA,,,,1/30 07:00,1/30 10:35,1/30 10:48,1/30 15:31,1/30 15:55,,,,,1/31 00:31,1/31 00:56,1/31 05:39,22:39:00,,
2016,Bike,42,"Stattelman, Mike",Stattelman,Mike,,,131,MN USA,,,,1/25 07:00,1/25 12:49,1/25 13:11,1/25 22:43,1/25 23:40,,,,,1/26 12:08,1/26 12:28,1/26 19:39,36:39:00,Arrowhead a trois winner,
2015,Run,7,"STATTELMAN, MIKE",Stattelman,Mike,,,143,MN USA,,,,1/26 07:04,1/26 15:30,1/26 15:59,1/27 01:45,1/27 04:31,,,,,1/27 16:35,1/27 16:57,1/28 00:04,41:00:00,,
2018,Run KS,2,"Stattelman, Mike",Stattelman,Mike,,,133,MN USA,,,,1/29 07:06,1/29 14:59,1/29 14:59,1/30 00:48,1/30 03:22,,,,,1/30 16:00,1/30 16:27,1/31 01:32,42:26:00,,
2014,Run,6,MIKE STATTELMAN,Stattelman,Mike,,,115,MN USA,,,,1/27 07:04,1/27 16:48,1/27 18:08,1/28 05:49,1/28 08:16,,,,,1/28 21:30,1/28 22:15,1/29 07:59,48:55:00,,
2013,Ski,2,MIKE STATTELMAN,Stattelman,Mike,,,149,MN USA,,,,1/28 07:02,1/28 14:17,1/28 14:57,1/29 01:07,1/29 05:27,,,,,1/30 01:39,1/30 02:57,1/30 14:18,55:16:00,,
2011,Ski,999,MIKE STATTELMAN,Stattelman,Mike,,,141,,,,,1/31 07:01,1/31 15:34,1/31 16:19,2/1 08:48,2/1 10:38,,,,,2/2 10:45,,,,dropped,
2019,Bike,28,"Stattelman, Mike",Stattelman,Mike,,,146,MN USA,,,,1/28 07:00,1/28 11:46,1/28 11:46,1/28 18:15,1/28 18:15,,,,,1/29 04:30,1/29 04:55,1/29 11:33,28:33:00,,TRUE
2009,ski,,,Stattelman,Mike,M,46,59,,,,,2/2/2009 7:26,2/2/2009 18:25,2/2/2009 19:17,2/3/2009 10:05,,,,,,,,,,DNF,
2017,Bike,24,"Steele, Marcus",Steele,Marcus,,,149,WI USA,,,,1/30 07:00,1/30 10:21,1/30 10:21,1/30 14:48,1/30 15:35,,,,,1/30 22:13,1/30 23:00,1/31 02:31,19:31:00,,
2016,Bike,14,"Steele, Marcus",Steele,Marcus,,,132,WI USA,,,,1/25 07:00,1/25 11:31,1/25 11:31,1/25 17:58,1/25 18:48,,,,,1/26 03:10,1/26 04:04,1/26 07:52,24:52:00,,
2013,Bike,32,STEVEN STEICHEN,Steichen,Steven,,,83,MN USA,,,,1/28 07:00,1/28 11:40,1/28 11:57,1/28 17:09,1/28 17:29,,,,,1/29 10:50,1/29 11:12,1/29 16:13,33:13:00,,
2018,Run,29,"Stensland, Tony",Stensland,Tony,,,134,MN USA,,,,1/29 07:06,1/29 16:21,1/29 17:55,1/30 05:27,1/30 09:47,,,,,1/31 02:11,1/31 05:34,1/31 13:21,54:15:00,,
2017,Run,31,"Stensland, Tony",Stensland,Tony,,,150,MN USA,,,,1/30 07:04,1/30 16:37,1/30 17:23,1/31 05:46,1/31 08:15,,,,,2/1 01:05,2/1 03:46,2/1 13:54,54:50:00,,
2016,Bike,999,"Stensland, Tony",Stensland,Tony,,,133,MN USA,,,,1/25 07:00,1/25 13:24,1/25 13:48,1/26 03:40,,,,,,,,,,,
2010,Bike,,,Stern,Tim,M,42,114,,,,,2/1/2010 7:03,2/1/2010 11:05,2/1/2010 11:05,2/1/2010 15:54,2/1/2010 16:31,,,,2/1/2010 23:29,2/2/2010 0:20,2/2/2010 2:43,,19:40:00,,
2015,Bike,20,"Stiller, Joe",Stiller,Joe,,,144,SD USA,,,,1/26 07:00,1/26 10:41,1/26 10:41,1/26 15:26,1/26 16:14,,,,,1/26 22:29,1/26 22:34,1/27 01:38,18:38:00,,
2016,Bike,18,"Stiller, Joe",Stiller,Joe,,,134,SD USA,,,,1/25 07:00,1/25 11:23,1/25 11:23,1/25 18:11,1/25 19:48,,,,,1/26 05:51,1/26 05:59,1/26 09:39,26:39:00,,
2014,Bike,14,Joe Stiller,Stiller,Joe,,,82,SD USA,,,,1/27 07:00,1/27 11:59,1/27 14:13,1/27 20:35,1/28 01:35,,,,,1/28 12:19,1/28 13:20,1/28 16:41,33:41:00,,
2017,Bike,56,"Stiller, Joe",Stiller,Joe,,,151,SD USA,,,,1/30 07:00,1/30 11:18,1/30 11:18,1/30 17:53,1/30 17:53,,,,,1/31 09:08,1/31 09:10,1/31 13:31,30:31:00,,TRUE
2023,Foot,999,"Stillman, Rebecca",Stillman,Rebecca,,,155,USA/MN,,,,1/30/2023 7:04,1/30/2023 18:04,1/30/2023 19:01,,,,,,,,,,,Drop at MelGeorge's,
2020,Run,39,"Stoffel, Arno",Stoffel,Arno,,,160,MB CAN,,,,1/27 07:04,1/27 18:55,1/27 19:50,1/28 09:16,1/28 10:46,,,,,1/29 04:40,1/29 06:37,1/29 16:18,57:14:00,,
2018,Run,999,"Stoltz, Alex",Stoltz,Alex,,,137,WI USA,,,,1/29 07:06,1/29 17:50,1/29 19:30,1/30 11:02,,,,,,,,,,Dropped at Mel George,
2019,Run,999,"Stoltz, Alex",Stoltz,Alex,,,147,WI USA,,,,1/28 07:04,1/28 19:25,1/28 20:59,1/29 06:45,1/29 09:00,,,,,,,,,,
2020,Run,999,"Stoltz, Alex",Stoltz,Alex,,,161,WI USA,,,,1/27 07:04,1/27 17:50,1/27 18:50,1/28 10:17,1/28 12:49,,,,,,,,,after MelGeorges,
2022,Run,999,"Stoltz, Alex",Stoltz,Alex,,,150,WI USA,,,,1/31 07:04,1/31 19:15,1/31 20:20,,,,,,,,,,,at Sheep Ranch Rd,
2023,Foot,999,"Stoltz, Alex",Stoltz,Alex,,,156,USA/WI,,,,1/30/2023 7:04,1/30/2023 19:48,,,,,,,,,,,,,
2010,Foot,,,Storkamp,John,M,,22,,,,,2/1/2010 7:03,2/1/2010 16:18,2/1/2010 17:15,2/2/2010 6:26,2/2/2010 7:35,,,,2/2/2010 22:05,2/2/2010 23:15,2/3/2010 6:39,,47:36:00,,
2006,Foot,15,,STORKAMP,JOHN,M ,26,21,,,,USA,2/6/2006 7:00,,,2/7/2006 7:18,2/7/2006 11:46,,,,,,,2/8/2006 12:10,53:10:00,,
2018,Run,1,"Storkamp, John",Storkamp,John,,,138,MN USA,,,,1/29 07:06,1/29 15:20,1/29 15:59,1/30 00:57,1/30 02:52,,,,,1/30 14:34,1/30 14:45,1/30 21:06,38:00:00,,
2017,Run,3,"Storkamp, John",Storkamp,John,,,152,MN USA,,,,1/30 07:04,1/30 15:05,1/30 15:50,1/31 01:42,1/31 04:03,,,,,1/31 16:12,1/31 16:24,1/31 22:58,39:54:00,,
2016,Run,4,"Storkamp, John",Storkamp,John,,,136,MN USA,,,,1/25 07:04,1/25 15:32,1/25 16:14,1/26 02:45,1/26 04:43,,,,,1/26 17:56,1/26 18:04,1/27 01:30,42:26:00,,
2019,Run,4,"Storkamp, John",Storkamp,John,,,148,MN USA,,,,1/28 07:04,1/28 16:00,1/28 17:15,1/29 04:11,1/29 06:30,,,,,1/29 18:33,1/29 18:41,1/30 02:11,43:07:00,,
2022,Run,5,"Storkamp, John",Storkamp,John,,,151,MN USA,,,,1/31 07:04,1/31 16:15,1/31 16:50,2/1 03:52,2/1 06:33,,,,,2/1 19:08,2/1 19:09,2/2 02:16,43:12:00,,
2020,Run,9,"Storkamp, John",Storkamp,John,,,162,MN USA,,,,1/27 07:04,1/27 16:20,1/27 16:55,1/28 03:14,1/28 05:54,,,,,1/28 18:47,1/28 18:53,1/29 02:17,43:13:00,,
2011,Run,1,JOHN STORKAMP,Storkamp,John,,,71,,,,,1/31 07:01,1/31 15:42,1/31 16:43,2/1 03:02,2/1 03:50,,,,,2/1 19:12,2/1 20:55,2/2 03:33,44:32:00,First Place Runner for 3rd time.  ITI Entry.,
2015,Run,10,"STORKAMP, JOHN",Storkamp,John,,,145,MN USA,,,,1/26 07:04,1/26 16:02,1/26 16:37,1/27 02:55,1/27 06:10,,,,,1/27 20:09,1/27 20:25,1/28 03:37,44:33:00,,
2014,Run,2,JOHN STORKAMP,Storkamp,John,,,87,MN USA,,,,1/27 07:04,1/27 16:33,1/27 18:18,1/28 05:16,1/28 08:02,,,,,1/28 20:50,1/28 21:20,1/29 05:34,46:30:00,,
2013,Run,2,JOHN STORKAMP,Storkamp,John,,,105,MN USA,,,,1/28 07:04,1/28 16:11,1/28 16:45,1/29 07:53,1/29 10:35,,,,,1/30 01:19,1/30 01:39,1/30 10:37,51:33:00,,
2012,Run,999,JOHN STORKAMP,Storkamp,John,,,71,MN USA,,,,1/30 07:04,1/30 15:55,1/30 16:26,,,,,,,,,,,DNF at Sheep Ranch Rd.,
2023,Foot,4,"Storkamp, John",Storkamp,John,,,157,USA/MN,,,,1/30/2023 7:04,1/30/2023 16:22,1/30/2023 16:56,1/31/2023 2:30,1/31/2023 5:43,,,,,1/31/2023 16:46,1/31/2023 16:50,1/31/2023 23:31,,,
2008,Foot,,,Storkamp,John,M,28,9,,,,,2/4/2008 7:00,2/4/2008 15:10,2/4/2008 15:52,2/5/2008 2:37,2/5/2008 4:01,,,,,,,,,Record,
2009,Foot,,,Storkamp,John,M,29,2,,,,,2/2/2009 7:09,2/2/2009 16:30,2/2/2009 17:40,,,,,,,,,,,DNF,
2023,Foot,999,"Strachan, Douglas",Strachan,Douglas,,,158,AUS/,,,,1/30/2023 7:00,1/30/2023 17:07,1/30/2023 18:45,1/31/2023 10:00,1/31/2023 11:41,,,,,,,,,Drop at Embark Maple chkpt,
2018,Bike,,"Strahan, Mark",Strahan,Mark,,,139,MN USA,,,,1/29 07:02,1/29 11:47,1/29 12:26,1/29 17:56,1/29 22:17,,,,,1/30 11:28,1/30 12:06,1/30 18:30,35:28:00,No place given due to transportation assistance off trail,
2015,Bike,76,"Strahan, Mark",Strahan,Mark,,,146,MN USA,,,,1/26 07:00,1/26 14:03,1/26 15:18,1/27 02:18,1/27 07:12,,,,,1/27 22:40,1/27 23:47,1/28 13:33,54:33:00,,
2014,Bike,999,Mark Strahan,Strahan,Mark,,,105,MN USA,,,,1/27 07:00,,,,,,,,,,,,,Drop before Gateway - mechanical,
2016,Bike,999,"Strahan, Mark",Strahan,Mark,,,137,MN USA,,,,1/25 07:00,1/25 14:46,1/25 15:37,,,,,,,,,,,Dropped at SRR,
2018,Run KS,3,"Strzok, Ladislaus",Strzok,Ladislaus,,,140,MN USA,,,,1/29 07:06,1/29 15:13,1/29 16:14,1/30 02:59,1/30 10:00,,,,,1/30 22:55,1/31 02:55,1/31 12:06,53:00:00,a' Trois award,
2019,Bike,999,"Strzok, Ladislaus",Strzok,Ladislaus,,,149,MN USA,,,,1/28 07:00,1/28 12:30,1/28 13:10,,,,,,,,,,,,
2016,Bike,43,"Strzok, Ladislaus Joseph",Strzok,Ladislaus,,,138,MN USA,,,,1/25 07:00,1/25 12:08,1/25 12:27,1/25 21:00,1/26 02:57,,,,,1/26 14:07,1/26 14:23,1/26 19:45,36:45:00,,
2017,Ski,2,"Strzok, Ladislavs",Strzok,Ladislaus,,,153,MN USA,,,,1/30 07:02,1/30 12:05,1/30 13:11,1/30 19:32,1/31 02:41,,,,,1/31 11:08,1/31 12:29,1/31 16:58,33:56:00,,
2016,Bike,29,"Sudoh, Ann",Sudoh,Ann,,,139,MN USA,,,,1/25 07:00,1/25 12:08,1/25 12:27,1/25 21:04,1/25 23:26,,,,,1/26 10:34,1/26 10:48,1/26 15:11,32:11:00,,
2018,Run,34,"Sugimoto, Scott",Sugimoto,Scott,,,141,MAN CAN,,,,1/29 07:06,1/29 17:20,1/29 18:03,1/30 07:24,1/30 10:41,,,,,1/31 06:42,1/31 07:29,1/31 17:32,58:26:00,,
2008,Bike,,,Sullivan,Lara,F,40,57,,,,,2/4/2008 7:19,2/4/2008 14:16,2/4/2008 14:56,2/5/2008 2:08,,,,,,,,,,DNF-MelGeo,
2009,Foot,,,Sullivan,Lara,F,41,60,,,,,2/2/2009 7:35,2/2/2009 18:35,2/2/2009 19:40,2/3/2009 10:05,2/3/2009 13:11,,,,,,,,,DNF,
2010,Foot,,,Susnik,Pat,M,,42,,,,,2/1/2010 7:03,2/1/2010 16:50,2/1/2010 17:25,2/2/2010 5:09,,,,,,,,,,MelGeorges,
2015,Run,34,"Susnik, Patrick",Susnik,Patrick,,,147,MN USA,,,,1/26 07:04,1/26 18:28,1/26 19:50,1/27 09:21,1/27 11:30,,,,,1/28 06:19,1/28 06:49,1/28 15:29,56:25:00,,
2008,Foot,,,Susnik,Patrick,M,42,58,,,,,2/4/2008 7:05,2/4/2008 17:55,2/4/2008 19:40,2/5/2008 10:05,2/5/2008 13:22,,,,,,,,,DNF-MelGeo,
2009,Foot,,,Susnik,Patrick,M,43,22,,,,,2/2/2009 7:13,2/2/2009 18:35,2/2/2009 19:50,,,,,,,,,,,DNF,
2020,Bike,5,"Swanson, Dave",Swanson,Dave,,,164,MN USA,,,,1/27 07:00,1/27 10:18,1/27 10:18,1/27 14:28,1/27 14:38,,,,,1/27 20:12,1/27 20:17,1/28 00:05,17:05:00,,
2015,Bike,12,"Swanson, Dave",Swanson,Dave,,,148,MN USA,,,,1/26 07:00,1/26 10:31,1/26 10:35,1/26 15:02,1/26 15:16,,,,,1/26 21:36,1/26 21:49,1/27 00:31,17:31:00,,
2014,Bike,999,Dave Swanson,Swanson,Dave,,,41,MN USA,,,,1/27 07:00,1/27 11:21,1/27 11:30,1/27 16:58,1/27 17:46,,,,,1/28 02:26,1/28 03:14,,,Dropped at Hwy 115 crossing,
2016,Bike,999,"Swanson, Dave",Swanson,Dave,,,140,MN USA,,,,1/25 07:00,1/25 11:08,1/25 11:08,1/25 17:38,,,,,,,,,,,
2023,Bike,3,"Swanson, Dave",Swanson,Dave,,,159,USA/MN,,,,1/30/2023 7:00,1/30/2023 10:52,1/30/2023 10:52,1/30/2023 15:05,1/30/2023 15:21,,,,,1/30/2023 21:03,1/30/2023 21:10,1/31/2023 0:51,,,
2019,Run,12,"Sweatt, Patrick",Sweatt,Patrick,,,151,TN USA,,,,1/28 07:04,1/28 18:15,1/28 19:15,1/29 10:30,1/29 12:10,,,,,1/30 06:07,1/30 08:07,1/30 15:40,56:36:00,,
2018,Bike,47,"Swenson, Joel",Swenson,Joel,,,142,MN USA,,,,1/29 07:02,1/29 10:57,1/29 12:16,1/29 17:07,1/30 08:25,,,,,1/30 14:20,1/30 16:30,1/30 20:48,37:46:16,,
2022,Bike,39,"Sylvester, Stephen",Sylvester,Stephen,,,153,MN USA,,,,1/31 07:00,1/31 11:56,1/31 12:15,1/31 20:03,2/1 02:20,,,,,2/1 10:44,2/1 12:05,2/1 17:03,34:03:00,,
2016,Bike,999,"Sylvester, Stephen",Sylvester,Stephen,,,141,MN USA,,,,1/25 07:00,1/25 13:24,1/25 14:44,1/26 02:01,,,,,,,,,,,
2017,Bike,0,"Sylvester, Stephen",Sylvester,Stephen,,,155,MN USA,,,,1/30 07:00,1/30 10:37,1/30 10:55,1/30 15:30,1/30 15:59,,,,,,,,,Drop at Hwy 23,
2015,Bike,57,"TANNEN, STEPHEN",Tannen,Steve,,,149,MN USA,,,,1/26 07:00,1/26 12:51,1/26 13:32,1/26 20:51,1/27 02:25,,,,,1/27 13:18,1/27 14:07,1/27 18:39,35:39:05,,
2013,Bike,999,STEPHEN TANNEN,Tannen,Steve,,,80,MN USA,,,,1/28 07:00,1/28 14:37,1/28 15:36,1/29 02:57,,,,,,,,,,Dropped at MelGeorge,
2014,Bike,999,STEPHEN TANNEN,Tannen,Steve,,,147,MN UA,,,,1/27 07:00,1/27 13:40,,,,,,,,,,,,Dropped at Gateway,
2017,Run,0,"Tannen, Steve",Tannen,Steve,,,156,MN USA,,,,1/30 07:04,1/30 16:21,1/30 17:05,1/31 09:41,,,,,,,,,,Drop at MelGeorges,
2019,Run,999,"Tannen, Steve",Tannen,Steve,,,153,MN USA,,,,1/28 07:04,1/28 17:20,,,,,,,,,,,,,
2018,Bike,44,"Tannen, Steve",Tannen,Steve,,,143,MN USA,,,,1/29 07:02,1/29 11:41,1/29 11:41,1/29 18:29,1/29 18:29,,,,,1/30 11:45,1/30 15:00,1/30 17:55,34:53:00,,TRUE
2022,Run KS,999,"Tannen, Steve",Tannen,Steve,,,154,MN USA,,,,1/31 07:04,,,,,,,,,,,,,Hwy 53,
2023,Bike,999,"Tannen, Steve",Tannen,Steve,,,160,USA/MN,,,,1/30/2023 7:00,1/30/2023 12:06,1/30/2023 13:18,,,,,,,,,,,Drop at Sheep Ranch Rd,
2015,Bike,26,"Tassava, Christopher",Tassava,Christopher,,,150,MN USA,,,,1/26 07:00,1/26 10:49,1/26 11:06,1/26 15:45,1/26 16:28,,,,,1/26 23:05,1/26 23:36,1/27 02:30,19:30:00,,
2020,Bike,15,"Tassava, Christopher",Tassava,Christopher,,,165,MN USA,,,,1/27 07:00,1/27 10:28,1/27 10:40,1/27 15:18,1/27 15:59,,,,,1/27 22:29,1/27 23:02,1/28 03:09,20:09:00,,
2019,Bike,14,"Tassava, Christopher",Tassava,Christopher,,,154,MN USA,,,,1/28 07:00,1/28 10:57,1/28 11:11,1/28 15:40,1/28 17:15,,,,,1/28 23:20,1/29 00:25,1/29 04:06,21:06:00,,
2016,Bike,17,"Tassava, Christopher",Tassava,Christopher,,,142,MN USA,,,,1/25 07:00,1/25 11:23,1/25 11:35,1/25 17:57,1/25 18:45,,,,,1/26 04:00,1/26 04:32,1/26 08:59,25:59:00,,
2014,Bike,7,Christopher Tassava,Tassava,Christopher,,,31,MN USA,,,,1/27 07:00,1/27 11:51,1/27 12:39,1/27 18:44,1/27 20:30,,,,,1/28 06:10,1/28 07:38,1/28 12:09,29:09:00,,
2017,Bike,41,"Tassava, Christopher",Tassava,Christopher,,,157,MN USA,,,,1/30 07:00,1/30 10:37,1/30 10:37,1/30 15:43,1/30 15:43,,,,,1/31 00:11,1/31 00:52,1/31 05:38,22:38:03,,TRUE
2018,Bike,32,"Tassava, Christopher",Tassava,Christopher,,,144,MN USA,,,,1/29 07:02,1/29 10:48,1/29 10:48,1/29 15:04,1/29 15:08,,,,,1/30 02:24,1/30 03:27,1/30 09:39,26:37:00,Winner of the Arrowhead 145,TRUE
2015,Run,33,"Tate, Brian",Tate,Brian,,,151,SC USA,,,,1/26 07:04,1/26 17:13,1/26 18:29,1/27 07:56,1/27 10:49,,,,,1/28 05:34,1/28 06:50,1/28 15:28,56:24:00,,
2011,Run,999,BRIAN TATE,Tate,Brian,,,78,,,,,1/31 07:01,1/31 17:45,1/31 19:33,2/1 09:51,2/1 12:27,,,,,2/2 10:58,,,,dropped at Crescent,
2014,Run,999,BRIAN TATE,Tate,Brian,,,21,SC USA,,,,1/27 07:04,1/27 18:15,1/27 20:03,1/28 10:22,,,,,,,,,,Dropped at MelGeorge,
2010,Foot,,,Tate,Brian,M,40,108,,,,,2/1/2010 7:03,2/1/2010 18:30,,2/2/2010 8:04,,,,,,,,,,Dropped,
2010,Foot,,,Taylor,John,M,48,43,,,,,2/1/2010 7:03,2/1/2010 20:05,2/1/2010 20:43,,,,,,2/3/2010 9:23,2/3/2010 9:54,2/3/2010 18:14,,59:11:00,,
2012,Run,18,JOHN TAYLOR,Taylor,John,,,98,MN USA,,,,1/30 07:04,1/30 17:08,1/30 18:08,1/31 07:43,1/31 08:57,,,,,2/1 02:20,2/1 03:05,2/1 14:59,55:55:00,Actual finish was 12:59 but incurred 2 hr penalty due to (accidental) loss of equipment,
2017,Run,33,"Taylor, John",Taylor,John,,,159,MN USA,,,,1/30 07:04,1/30 18:21,1/30 19:00,1/31 09:45,1/31 11:12,,,,,2/1 04:47,2/1 05:33,2/1 14:59,55:55:00,,
2011,Run,17,JOHN TAYLOR,Taylor,John,,,106,,,,,1/31 07:01,1/31 17:44,1/31 19:08,2/1 09:11,2/1 12:00,,,,,2/2 07:13,2/2 08:36,2/2 16:09,57:08:00,,
2013,Run,999,JOHN TAYLOR,Taylor,John,,,124,MN USA,,,,1/28 07:04,1/28 18:57,1/28 19:37,1/29 13:50,,,,,,,,,,Dropped at MelGeorge,
2018,Run,36,"Taylor, John",Taylor,John,,,145,MN USA,,,,1/29 07:06,1/29 20:15,1/29 20:15,1/30 12:02,1/30 12:02,,,,,1/31 09:16,1/31 09:16,1/31 18:27,59:21:00,,TRUE
2023,Foot,999,"Taylor, John",Taylor,John,,,161,USA/MN,,,,1/30/2023 7:04,1/30/2023 19:38,1/30/2023 21:03,1/31/2023 12:25,,,,,,,,,,Drop at MelGeorge's,
2009,Foot,,,Taylor,John,M,47,23,,,,,2/2/2009 7:09,2/2/2009 18:42,2/2/2009 19:46,2/3/2009 10:15,2/3/2009 11:45,,,,,,,,,DNF,
2011,Run,999,JOE TEH,Teh,Joe,,,101,,,,,1/31 07:01,1/31 19:04,1/31 20:29,2/1 08:48,,,,,,,,,,dropped,
2012,Run,999,JOSEPH TEH,Teh,Joseph,,,99,VA USA,,,,1/30 07:04,1/30 18:47,1/30 19:46,,,,,,,,,,,DNF at MelGeorge,
2022,Bike,999,"Thole, Marcie",Thole,Marcie,,,156,MN USA,,,,1/31 07:00,1/31 13:41,1/31 14:05,,,,,,,,,,,Sheep Ranch Road,
2023,Bike,999,"Thole, Marcie",Thole,Marcie,,,162,USA/MN,,,,1/30/2023 7:00,,,,,,,,,,,,,,
2017,Run,34,"Thomas, Ed",Thomas,Ed,,,160,SD USA,,,,1/30 07:04,1/30 18:12,1/30 19:00,1/31 07:10,1/31 10:31,,,,,2/1 05:10,2/1 05:40,2/1 16:36,57:32:00,,
2015,Run,43,"Thomas, Ed",Thomas,Ed,,,152,SD USA,,,,1/26 07:04,1/26 17:52,1/26 18:22,1/27 06:29,1/27 10:03,,,,,1/28 02:59,1/28 06:16,1/28 18:18,59:14:00,,
2018,Run,999,"Thomas, Ed",Thomas,Ed,,,146,SD USA,,,,1/29 07:06,1/29 17:22,1/29 18:32,1/30 09:52,,,,,,,,,,Dropped at Mel George,
2019,Run KS,999,"Thomas, Ed",Thomas,Ed,,,155,SD USA,,,,1/28 07:04,1/28 18:00,1/28 19:00,1/29 11:10,,,,,,,,,,,
2020,Run,999,"Thomas, Ed",Thomas,Ed,,,166,SD USA,,,,1/27 07:04,1/27 17:35,1/27 18:05,1/28 05:17,1/28 09:02,,,,,,,,,mile 89,
2023,Foot,24,"Thomas, Luke",Thomas,Luke,,,163,USA/CA,,,,1/30/2023 7:04,1/30/2023 17:55,1/30/2023 19:36,1/31/2023 10:28,1/31/2023 12:20,,,,,2/1/2023 5:22,2/1/2023 6:56,2/1/2023 15:37,,,
2012,Bike,999,MATHEW THOMAS,Thomas,Mathew,,,44,MO USA,,,,1/30 07:00,,,,,,,,,,,,,,
2010,Bike,,,Thomas,Matthew,M,32,109,,,,,2/1/2010 7:03,2/1/2010 13:24,2/1/2010 14:20,2/2/2010 1:09,,,,,2/2/2010 14:47,2/2/2010 15:41,2/2/2010 18:21,,35:18:00,,
