year,category,position,name,lastname,firstname,gender,age,bib,state_province_country,city,country,start_time,gateway_enter_time,gateway_exit_time,gateway_time_duration,melgeorges_enter_time,melgeorges_exit_time,melgeorges_time_duration,myrtle_lake_enter_time,myrtle_lake_exit_time,myrtle_lake_time_duration,crescent_enter_time,crescent_exit_time,crescent__time_duration,ski_pulk_enter_time,ski_pulk_exit_time,ski_pulk_time_duration,finish_time,overall_time_duration,overall_time_duration_computed,comments,unsupported
2012,Run,7,BEN SCHIERER,Schierer,Ben,,,78,MN USA,,,2012-01-30T07:04:00.0000000,2012-01-30T16:25:00.0000000,2012-01-30T17:27:00.0000000,1:02:00,2012-01-31T06:35:00.0000000,2012-01-31T07:32:00.0000000,0:57:00,,,,,,,2012-01-31T23:05:00.0000000,2012-02-01T00:59:00.0000000,1:54:00,2012-02-01T10:29:00.0000000,51:25:00,51:25:00,,
2023,Ski,999,"Schierer, Benjamin",Schierer,Benjamin,,,143,USA/MN,,,2023-01-30T07:02:00.0000000,,,,,,,,,,,,,,,,,,,,
2017,Bike,54,"Schiesher, Nathaniel",Schiesher,Nathaniel,,,134,MN USA,,,2017-01-30T07:00:00.0000000,2017-01-30T10:55:00.0000000,2017-01-30T11:39:00.0000000,0:44:00,2017-01-30T17:13:00.0000000,2017-01-30T20:36:00.0000000,3:23:00,,,,,,,2017-01-31T05:51:00.0000000,2017-01-31T07:25:00.0000000,1:34:00,2017-01-31T11:58:00.0000000,28:58:05,28:58:00,,
2016,Bike,56,"Schiesher, Nathaniel",Schiesher,Nathaniel,,,121,MN USA,,,2016-01-25T07:00:00.0000000,2016-01-25T13:41:00.0000000,2016-01-25T14:57:00.0000000,1:16:00,2016-01-26T02:40:00.0000000,2016-01-26T08:13:00.0000000,5:33:00,,,,,,,2016-01-26T19:19:00.0000000,2016-01-26T22:17:00.0000000,2:58:00,2016-01-27T03:07:00.0000000,44:07:00,44:07:00,,
2020,Bike,49,"Schlagel, Julie",Schlagel,Julie,,,142,MN USA,,,2020-01-27T07:00:00.0000000,2020-01-27T11:51:00.0000000,2020-01-27T12:29:00.0000000,0:38:00,2020-01-27T20:05:00.0000000,2020-01-27T22:10:00.0000000,2:05:00,,,,,,,2020-01-28T10:30:00.0000000,2020-01-28T11:00:00.0000000,0:30:00,2020-01-28T15:33:00.0000000,32:33:00,32:33:00,,
2017,Run,19,"Schlagel, Paul",Schlagel,Paul,,,136,MN USA,,,2017-01-30T07:04:00.0000000,2017-01-30T16:26:00.0000000,2017-01-30T16:54:00.0000000,0:28:00,2017-01-31T03:44:00.0000000,2017-01-31T07:04:00.0000000,3:20:00,,,,,,,2017-01-31T20:10:00.0000000,2017-01-31T22:40:00.0000000,2:30:00,2017-02-01T11:09:00.0000000,52:05:00,52:05:00,,
2018,Run,23,"Schlagel, Paul",Schlagel,Paul,,,121,MN USA,,,2018-01-29T07:06:00.0000000,2018-01-29T16:22:00.0000000,2018-01-29T16:22:00.0000000,0:00:00,2018-01-30T04:16:00.0000000,2018-01-30T07:24:00.0000000,3:08:00,,,,,,,2018-01-30T22:04:00.0000000,2018-01-31T01:52:00.0000000,3:48:00,2018-01-31T11:55:00.0000000,52:49:00,52:49:00,,
2020,Bike,37,"Schlagel, Paul",Schlagel,Paul,,,143,MN USA,,,2020-01-27T07:00:00.0000000,2020-01-27T11:51:00.0000000,2020-01-27T11:52:00.0000000,0:01:00,2020-01-27T18:00:00.0000000,2020-01-27T18:00:00.0000000,0:00:00,,,,,,,2020-01-28T04:42:00.0000000,2020-01-28T06:02:00.0000000,1:20:00,2020-01-28T10:40:00.0000000,27:40:00,27:40:00,,TRUE
2022,Run,25,"Schlagel, Paul",Schlagel,Paul,,,140,MN USA,,,2022-01-31T07:04:00.0000000,2022-01-31T17:40:00.0000000,2022-01-31T17:40:00.0000000,0:00:00,2022-02-01T06:17:00.0000000,2022-02-01T06:17:00.0000000,0:00:00,,,,,,,2022-02-02T00:17:00.0000000,2022-02-02T05:23:00.0000000,5:06:00,2022-02-02T14:09:00.0000000,55:05:00,55:05:00,,TRUE
2013,Run,999,EDWARD SCHMIDT,Schmidt,Edward,,,113,ONTARIO CANADA,,,2013-01-28T07:04:00.0000000,2013-01-28T15:37:00.0000000,2013-01-28T16:04:00.0000000,0:27:00,2013-01-29T12:00:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2023,Bike,999,"Schmoker, Tyler",Schmoker,Tyler,,,145,USA/MN,,,2023-01-30T07:00:00.0000000,2023-01-30T12:13:00.0000000,2023-01-30T14:25:00.0000000,2:12:00,,,,,,,,,,,,,,,,,
2012,Run,999,GRANT SCHNELL,Schnell,Grant,,,90,MN USA,,,2012-01-30T07:04:00.0000000,2012-01-30T18:24:00.0000000,,,,,,,,,,,,,,,,,,DNF at Gateway,
2020,Run,45,"Schnorbach, Peter",Schnorbach,Peter,,,144,MN USA,,,2020-01-27T07:04:00.0000000,2020-01-27T18:30:00.0000000,2020-01-27T19:45:00.0000000,1:15:00,2020-01-28T09:22:00.0000000,2020-01-28T12:06:00.0000000,2:44:00,,,,,,,2020-01-29T06:57:00.0000000,2020-01-29T08:30:00.0000000,1:33:00,2020-01-29T18:22:00.0000000,59:18:00,59:18:00,,
2015,Ski,1,"Schuder, Steve",Schuder,Steve,,,132,MN USA,,,2015-01-26T07:02:00.0000000,2015-01-26T11:50:00.0000000,2015-01-26T12:38:00.0000000,0:48:00,2015-01-26T18:22:00.0000000,2015-01-27T06:53:00.0000000,12:31:00,,,,,,,2015-01-27T13:21:00.0000000,2015-01-27T14:05:00.0000000,0:44:00,2015-01-27T17:53:00.0000000,34:51:00,34:51:00,,
2022,Bike,41,"Schuetski, Murray",Schuetski,Murray,,,141,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T13:45:00.0000000,2022-01-31T14:05:00.0000000,0:20:00,2022-02-01T00:04:00.0000000,2022-02-01T01:03:00.0000000,0:59:00,,,,,,,2022-02-01T12:35:00.0000000,2022-02-01T12:52:00.0000000,0:17:00,2022-02-01T17:47:00.0000000,34:47:00,34:47:00,,
2016,Bike,24,"Schuetz, Justin",Schuetz,Justin,,,122,MN USA,,,2016-01-25T07:00:00.0000000,2016-01-25T11:23:00.0000000,2016-01-25T11:41:00.0000000,0:18:00,2016-01-25T18:51:00.0000000,2016-01-25T20:33:00.0000000,1:42:00,,,,,,,2016-01-26T07:07:00.0000000,2016-01-26T09:09:00.0000000,2:02:00,2016-01-26T14:13:00.0000000,31:13:00,31:13:00,,
2022,Bike,41,"Schuetz, Justin",Schuetz,Justin,,,142,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T13:45:00.0000000,2022-01-31T14:05:00.0000000,0:20:00,2022-02-01T00:04:00.0000000,2022-02-01T01:03:00.0000000,0:59:00,,,,,,,2022-02-01T12:35:00.0000000,2022-02-01T12:52:00.0000000,0:17:00,2022-02-01T17:47:00.0000000,34:47:00,34:47:00,,
2014,Bike,999,Justin Schuetz,Schuetz,Justin,,,91,MN USA,,,2014-01-27T07:00:00.0000000,2014-01-27T13:27:00.0000000,2014-01-27T14:48:00.0000000,1:21:00,2014-01-27T22:56:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2019,Bike,999,"Schuetz, Justin",Schuetz,Justin,,,130,MN USA,,,2019-01-28T07:00:00.0000000,2019-01-28T12:30:00.0000000,,,,,,,,,,,,,,,,,,,
2018,Run,28,"Schuneman, Dave",Schuneman,Dave,,,122,MN USA,,,2018-01-29T07:06:00.0000000,2018-01-29T16:23:00.0000000,2018-01-29T17:52:00.0000000,1:29:00,2018-01-30T04:50:00.0000000,2018-01-30T09:53:00.0000000,5:03:00,,,,,,,2018-01-31T01:26:00.0000000,2018-01-31T05:28:00.0000000,4:02:00,2018-01-31T13:12:00.0000000,54:06:00,54:06:00,,
2023,Ski,999,"Schuneman, Dave",Schuneman,Dave,,,146,USA/MN,,,2023-01-30T07:02:00.0000000,,,,,,,,,,,,,,,,,,,,
2008,Ski,,,Schurke,Bria,F,22,54,,,,2008-02-04T07:20:00.0000000,2008-02-04T14:23:00.0000000,2008-02-04T15:14:00.0000000,0:51:00,2008-02-05T11:10:00.0000000,2008-02-05T13:02:00.0000000,1:52:00,2008-02-06T12:31:00.0000000,,,,,,,,,,,,Record,
2014,Run,9,CHRIS SCOTCH,Scotch,Chris,,,29,CA USA,,,2014-01-27T07:04:00.0000000,2014-01-27T17:00:00.0000000,2014-01-27T18:18:00.0000000,1:18:00,2014-01-28T05:58:00.0000000,2014-01-28T10:37:00.0000000,4:39:00,,,,,,,2014-01-29T01:15:00.0000000,2014-01-29T02:00:00.0000000,0:45:00,2014-01-29T10:28:00.0000000,51:24:00,51:24:00,,
2015,Run,19,"SCOTCH, CHRIS",Scotch,Chris,,,134,OR USA,,,2015-01-26T07:04:00.0000000,2015-01-26T17:02:00.0000000,2015-01-26T18:15:00.0000000,1:13:00,2015-01-27T06:29:00.0000000,2015-01-27T11:28:00.0000000,4:59:00,,,,,,,2015-01-28T01:15:00.0000000,2015-01-28T02:59:00.0000000,1:44:00,2015-01-28T10:35:00.0000000,51:31:00,51:31:00,,
2016,Run,17,"Scotch, Chris",Scotch,Chris,,,123,OR USA,,,2016-01-25T07:04:00.0000000,2016-01-25T18:23:00.0000000,2016-01-25T19:13:00.0000000,0:50:00,2016-01-26T08:36:00.0000000,2016-01-26T12:58:00.0000000,4:22:00,,,,,,,2016-01-27T04:23:00.0000000,2016-01-27T06:32:00.0000000,2:09:00,2016-01-27T13:30:00.0000000,54:26:00,54:26:00,,
2011,Run,18,CHRIS SCOTCH,Scotch,Chris,,,80,,,,2011-01-31T07:01:00.0000000,2011-01-31T18:52:00.0000000,2011-01-31T20:29:00.0000000,1:37:00,2011-02-01T10:24:00.0000000,2011-02-01T13:35:00.0000000,3:11:00,,,,,,,2011-02-02T07:45:00.0000000,2011-02-02T09:08:00.0000000,1:23:00,2011-02-02T16:13:00.0000000,57:12:00,57:12:00,,
2013,Run,6,CHRIS SCOTCH,Scotch,Chris,,,109,CA USA,,,2013-01-28T07:04:00.0000000,2013-01-28T17:50:00.0000000,2013-01-28T18:30:00.0000000,0:40:00,2013-01-29T10:58:00.0000000,2013-01-29T13:35:00.0000000,2:37:00,,,,,,,2013-01-30T08:33:00.0000000,2013-01-30T08:50:00.0000000,0:17:00,2013-01-30T17:23:00.0000000,58:19:00,58:19:00,ERNEST SHACKLETON AWARD,
2018,Bike,42,"Scotch, Chris",Scotch,Chris,,,123,OR USA,,,2018-01-29T07:02:00.0000000,2018-01-29T13:47:00.0000000,2018-01-29T13:47:00.0000000,0:00:00,2018-01-29T23:36:00.0000000,2018-01-29T23:36:00.0000000,0:00:00,,,,,,,2018-01-30T11:05:00.0000000,2018-01-30T11:06:00.0000000,0:01:00,2018-01-30T17:07:00.0000000,34:05:00,34:05:00,a' Trois award,TRUE
2017,Ski,6,"Scotch, Chris",Scotch,Chris,,,137,OR USA,,,2017-01-30T07:02:00.0000000,2017-01-30T18:34:00.0000000,2017-01-30T18:39:00.0000000,0:05:00,2017-01-31T10:09:00.0000000,2017-01-31T10:09:00.0000000,0:00:00,,,,,,,2017-02-01T05:52:00.0000000,2017-02-01T05:52:00.0000000,0:00:00,2017-02-01T16:31:00.0000000,57:29:00,57:29:00,,TRUE
2019,Run,999,"Scotch, Chris",Scotch,Chris,,,132,OR USA,,,2019-01-28T07:04:00.0000000,,,,,,,,,,,,,,,,,,,,TRUE
2020,Run,999,"Scotch, Chris",Scotch,Chris,,,147,OR USA,,,2020-01-27T07:04:00.0000000,2020-01-27T20:00:00.0000000,2020-01-27T20:00:00.0000000,0:00:00,2020-01-28T11:01:00.0000000,2020-01-28T11:01:00.0000000,0:00:00,,,,,,,,,,,,,mile 97-ish,TRUE
2014,Run,9,Helen Scotch,Scotch,Helen,,,61,CA USA,,,2014-01-27T07:04:00.0000000,2014-01-27T17:35:00.0000000,2014-01-27T19:13:00.0000000,1:38:00,2014-01-28T07:31:00.0000000,2014-01-28T11:01:00.0000000,3:30:00,,,,,,,2014-01-29T01:15:00.0000000,2014-01-29T01:24:00.0000000,0:09:00,2014-01-29T10:28:00.0000000,51:24:00,51:24:00,,
2016,Run,17,"Scotch, Helen",Scotch,Helen,,,124,OR USA,,,2016-01-25T07:04:00.0000000,2016-01-25T17:47:00.0000000,2016-01-25T18:33:00.0000000,0:46:00,2016-01-26T08:35:00.0000000,2016-01-26T12:58:00.0000000,4:23:00,,,,,,,2016-01-27T03:11:00.0000000,2016-01-27T03:24:00.0000000,0:13:00,2016-01-27T13:30:00.0000000,54:26:00,54:26:00,,
2015,Run,32,"Scotch, Helen",Scotch,Helen,,,136,OR USA,,,2015-01-26T07:04:00.0000000,2015-01-26T17:12:00.0000000,2015-01-26T18:08:00.0000000,0:56:00,2015-01-27T06:28:00.0000000,2015-01-27T11:20:00.0000000,4:52:00,,,,,,,2015-01-28T02:44:00.0000000,2015-01-28T03:19:00.0000000,0:35:00,2015-01-28T14:59:00.0000000,55:55:00,55:55:00,,
2019,Run,10,"Scotch, Helen",Scotch,Helen,,,133,OR USA,,,2019-01-28T07:04:00.0000000,2019-01-28T18:00:00.0000000,2019-01-28T19:30:00.0000000,1:30:00,2019-01-29T09:15:00.0000000,2019-01-29T12:50:00.0000000,3:35:00,,,,,,,2019-01-30T05:10:00.0000000,2019-01-30T06:30:00.0000000,1:20:00,2019-01-30T15:09:00.0000000,56:05:00,56:05:00,,
2018,Bike,30,"Scotch, Helen",Scotch,Helen,,,124,OR USA,,,2018-01-29T07:02:00.0000000,2018-01-29T11:54:00.0000000,2018-01-29T11:55:00.0000000,0:01:00,2018-01-29T17:29:00.0000000,2018-01-29T17:29:00.0000000,0:00:00,,,,,,,2018-01-30T02:33:00.0000000,2018-01-30T03:09:00.0000000,0:36:00,2018-01-30T08:58:00.0000000,25:56:00,25:56:00,One of 1st two woman with a' Trois award,TRUE
2020,Run,17,"Scotch, Helen",Scotch,Helen,,,148,OR USA,,,2020-01-27T07:04:00.0000000,2020-01-27T17:10:00.0000000,2020-01-27T17:10:00.0000000,0:00:00,2020-01-28T05:07:00.0000000,2020-01-28T05:07:00.0000000,0:00:00,,,,,,,2020-01-28T20:20:00.0000000,2020-01-28T20:59:00.0000000,0:39:00,2020-01-29T05:47:00.0000000,46:43:00,46:43:00,1st to complete all three disciplines unsupported (we believe),TRUE
2017,Ski,6,"Scotch, Helen",Scotch,Helen,,,138,OR USA,,,2017-01-30T07:02:00.0000000,2017-01-30T18:10:00.0000000,2017-01-30T18:10:00.0000000,0:00:00,2017-01-31T08:41:00.0000000,2017-01-31T08:41:00.0000000,0:00:00,,,,,,,2017-02-01T08:40:00.0000000,2017-02-01T08:50:00.0000000,0:10:00,2017-02-01T16:31:00.0000000,57:29:00,57:29:00,,TRUE
2015,Bike,15,"SCOTCH, MARK",Scotch,Mark,,,137,WI USA,,,2015-01-26T07:00:00.0000000,2015-01-26T10:30:00.0000000,2015-01-26T10:30:00.0000000,0:00:00,2015-01-26T15:06:00.0000000,2015-01-26T15:24:00.0000000,0:18:00,,,,,,,2015-01-26T21:46:00.0000000,2015-01-26T22:13:00.0000000,0:27:00,2015-01-27T00:59:00.0000000,17:59:00,17:59:00,,
2022,Bike,21,"Scotch, Mark",Scotch,Mark,,,143,WI USA,,,2022-01-31T07:00:00.0000000,2022-01-31T10:53:00.0000000,2022-01-31T11:15:00.0000000,0:22:00,2022-01-31T17:06:00.0000000,2022-01-31T19:05:00.0000000,1:59:00,,,,,,,2022-02-01T03:41:00.0000000,2022-02-01T04:25:00.0000000,0:44:00,2022-02-01T07:52:00.0000000,24:52:00,24:52:00,,
2016,Bike,20,"Scotch, Mark",Scotch,Mark,,,125,WI USA,,,2016-01-25T07:00:00.0000000,2016-01-25T11:21:00.0000000,2016-01-25T11:21:00.0000000,0:00:00,2016-01-25T18:13:00.0000000,2016-01-25T21:36:00.0000000,3:23:00,,,,,,,2016-01-26T06:24:00.0000000,2016-01-26T07:03:00.0000000,0:39:00,2016-01-26T10:55:00.0000000,27:55:00,27:55:00,,
2013,Ski,1,MARK SCOTCH,Scotch,Mark,,,148,WI USA,,,2013-01-28T07:02:00.0000000,2013-01-28T12:56:00.0000000,2013-01-28T13:51:00.0000000,0:55:00,2013-01-28T20:32:00.0000000,2013-01-29T00:41:00.0000000,4:09:00,,,,,,,2013-01-29T15:26:00.0000000,2013-01-29T16:25:00.0000000,0:59:00,2013-01-29T21:49:00.0000000,38:47:00,38:47:00,1st skier.  I'm a bit tired....,
2012,Ski,4,MARK SCOTCH,Scotch,Mark,,,133,WI USA,,,2012-01-30T07:02:00.0000000,2012-01-30T13:53:00.0000000,2012-01-30T15:14:00.0000000,1:21:00,2012-01-31T00:00:00.0000000,2012-01-31T05:22:00.0000000,5:22:00,,,,,,,2012-01-31T15:22:00.0000000,2012-01-31T16:23:00.0000000,1:01:00,2012-01-31T22:22:00.0000000,39:20:00,39:20:00,,
2020,Run KS,1,"Scotch, Mark",Scotch,Mark,,,146,WI USA,,,2020-01-27T07:04:00.0000000,2020-01-27T15:15:00.0000000,2020-01-27T15:55:00.0000000,0:40:00,2020-01-28T01:37:00.0000000,2020-01-28T04:48:00.0000000,3:11:00,,,,,,,2020-01-28T16:54:00.0000000,2020-01-28T17:06:00.0000000,0:12:00,2020-01-29T00:24:00.0000000,41:20:00,41:20:00,,
2014,Bike,999,MARK SCOTCH,Scotch,Mark,,,103,WI USA,,,2014-01-27T07:00:00.0000000,2014-01-27T12:11:00.0000000,2014-01-27T12:25:00.0000000,0:14:00,2014-01-27T19:04:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2019,Run KS,999,"Scotch, Mark",Scotch,Mark,,,131,WI USA,,,2019-01-28T07:04:00.0000000,2019-01-28T17:10:00.0000000,2019-01-28T17:50:00.0000000,0:40:00,2019-01-29T07:30:00.0000000,2019-01-29T10:25:00.0000000,2:55:00,,,,,,,,,,,,,,
2018,Bike,12,"Scotch, Mark",Scotch,Mark,,,125,WI USA,,,2018-01-29T07:02:00.0000000,2018-01-29T10:46:00.0000000,2018-01-29T10:46:00.0000000,0:00:00,2018-01-29T15:15:00.0000000,2018-01-29T15:17:00.0000000,0:02:00,,,,,,,2018-01-29T21:47:00.0000000,2018-01-29T21:56:00.0000000,0:09:00,2018-01-30T02:20:00.0000000,19:18:00,19:18:00,,TRUE
2017,Bike,40,"Seaburg, Mark",Seaburg,Mark,,,139,MN USA,,,2017-01-30T07:00:00.0000000,2017-01-30T10:27:00.0000000,2017-01-30T10:27:00.0000000,0:00:00,2017-01-30T15:18:00.0000000,2017-01-30T15:27:00.0000000,0:09:00,,,,,,,2017-01-30T23:32:00.0000000,2017-01-31T00:07:00.0000000,0:35:00,2017-01-31T05:38:00.0000000,22:38:00,22:38:00,,
2015,Bike,32,"SEABURG, MARK",Seaburg,Mark,,,138,MN USA,,,2015-01-26T07:00:00.0000000,2015-01-26T10:50:00.0000000,2015-01-26T11:05:00.0000000,0:15:00,2015-01-26T16:17:00.0000000,2015-01-26T16:47:00.0000000,0:30:00,,,,,,,2015-01-27T01:18:00.0000000,2015-01-27T02:25:00.0000000,1:07:00,2015-01-27T06:05:00.0000000,23:05:00,23:05:00,,
2018,Bike,37,"Seaburg, Mark",Seaburg,Mark,,,126,MN USA,,,2018-01-29T07:02:00.0000000,2018-01-29T11:33:00.0000000,2018-01-29T11:33:00.0000000,0:00:00,2018-01-29T16:51:00.0000000,2018-01-29T17:37:00.0000000,0:46:00,,,,,,,2018-01-30T07:41:00.0000000,2018-01-30T08:15:00.0000000,0:34:00,2018-01-30T12:58:00.0000000,29:56:00,29:56:00,,
2012,Bike,30,MARK SEABURG,Seaburg,Mark,,,42,MN USA,,,2012-01-30T07:00:00.0000000,2012-01-30T11:26:00.0000000,2012-01-30T11:49:00.0000000,0:23:00,2012-01-30T18:23:00.0000000,2012-01-30T19:49:00.0000000,1:26:00,,,,,,,2012-01-31T09:14:00.0000000,2012-01-31T09:27:00.0000000,0:13:00,2012-01-31T14:06:00.0000000,31:06:00,31:06:00,,
2020,Bike,54,"Seaburg, Mark",Seaburg,Mark,,,149,MN USA,,,2020-01-27T07:00:00.0000000,2020-01-27T11:20:00.0000000,2020-01-27T11:20:00.0000000,0:00:00,2020-01-27T17:49:00.0000000,2020-01-27T19:03:00.0000000,1:14:00,,,,,,,2020-01-28T10:40:00.0000000,2020-01-28T11:16:00.0000000,0:36:00,2020-01-28T16:34:00.0000000,33:34:00,33:34:00,,
2014,Bike,15,MARK SEABURG,Seaburg,Mark,,,104,MN USA,,,2014-01-27T07:00:00.0000000,2014-01-27T11:22:00.0000000,2014-01-27T11:53:00.0000000,0:31:00,2014-01-27T17:32:00.0000000,2014-01-27T19:00:00.0000000,1:28:00,,,,,,,2014-01-28T13:05:00.0000000,2014-01-28T13:39:00.0000000,0:34:00,2014-01-28T17:06:00.0000000,34:06:00,34:06:00,,
2016,Bike,39,"Seaburg, Mark",Seaburg,Mark,,,126,MN USA,,,2016-01-25T07:00:00.0000000,2016-01-25T11:53:00.0000000,2016-01-25T11:53:00.0000000,0:00:00,2016-01-25T20:45:00.0000000,2016-01-25T22:55:00.0000000,2:10:00,,,,,,,2016-01-26T13:30:00.0000000,2016-01-26T13:51:00.0000000,0:21:00,2016-01-26T18:47:00.0000000,35:47:00,35:47:00,,
2022,Bike,47,"Seaburg, Mark",Seaburg,Mark,,,144,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T12:25:00.0000000,2022-01-31T13:22:00.0000000,0:57:00,2022-01-31T22:00:00.0000000,2022-02-01T06:25:00.0000000,8:25:00,,,,,,,2022-02-01T16:53:00.0000000,2022-02-01T17:24:00.0000000,0:31:00,2022-02-01T22:08:00.0000000,39:08:00,39:08:00,,
2011,Bike,999,MARK SEABURG,Seaburg,Mark,,,42,,,,2011-01-31T07:00:00.0000000,2011-01-31T12:18:00.0000000,2011-01-31T12:45:00.0000000,0:27:00,2011-01-31T19:59:00.0000000,2011-02-01T06:41:00.0000000,10:42:00,,,,,,,,,,,,,Dropped,
2013,Bike,999,MARK SEABURG,Seaburg,Mark,,,64,MN USA,,,2013-01-28T07:00:00.0000000,2013-01-28T12:11:00.0000000,2013-01-28T12:33:00.0000000,0:22:00,2013-01-28T18:30:00.0000000,2013-01-28T19:38:00.0000000,1:08:00,,,,,,,,,,,,,Dropped in Orr,
2019,Bike,999,"Seaburg, Mark",Seaburg,Mark,,,190,MN USA,,,2019-01-28T07:00:00.0000000,2019-01-28T12:25:00.0000000,2019-01-28T13:10:00.0000000,0:45:00,,,,,,,,,,,,,,,,,
2023,Bike,999,"Seaburg, Mark",Seaburg,Mark,,,148,USA/MN,,,2023-01-30T07:00:00.0000000,,,,,,,,,,,,,,,,,,,,
2015,Bike,70,"SEARS, DAVID",Sears,David,,,139,ND USA,,,2015-01-26T07:00:00.0000000,2015-01-26T12:14:00.0000000,2015-01-26T13:42:00.0000000,1:28:00,2015-01-26T21:37:00.0000000,2015-01-27T01:59:00.0000000,4:22:00,,,,,,,2015-01-27T15:47:00.0000000,2015-01-27T16:58:00.0000000,1:11:00,2015-01-28T00:06:00.0000000,41:06:00,41:06:00,,
2011,Bike,999,DAVID SEARS,Sears,David,,,21,,,,2011-01-31T07:00:00.0000000,2011-01-31T15:25:00.0000000,,,,,,,,,,,,,,,,,,Dropped/OK,
2013,Bike,999,DAVID SEARS,Sears,David,,,28,ND USA,,,2013-01-28T07:00:00.0000000,2013-01-28T15:44:00.0000000,2013-01-28T18:07:00.0000000,2:23:00,,,,,,,,,,,,,,,,Dropped,
2014,Bike,999,DAVID SEARS,Sears,David,,,46,ND USA,,,2014-01-27T07:00:00.0000000,,,,,,,,,,,,,,,,,,,Drop before Gateway - mechanical,
2010,Bike,,,Sears,David,M,41,105,,,,2010-02-01T07:03:00.0000000,2010-02-01T16:15:00.0000000,,,2010-02-02T15:52:00.0000000,,,,,,,,,,,,,,,MelGeorges,
2019,Bike,999,"Selberg, Chad",Selberg,Chad,,,136,NY USA,,,2019-01-28T07:00:00.0000000,2019-01-28T11:30:00.0000000,2019-01-28T12:10:00.0000000,0:40:00,2019-01-28T18:30:00.0000000,,,,,,,,,,,,,,,,
2020,Run,999,"Selm, Bryan",Selm,Bryan,,,150,NJ USA,,,2020-01-27T07:04:00.0000000,2020-01-27T19:25:00.0000000,2020-01-27T20:25:00.0000000,1:00:00,2020-01-28T11:08:00.0000000,2020-01-28T13:03:00.0000000,1:55:00,,,,,,,2020-01-29T08:50:00.0000000,2020-01-29T08:50:00.0000000,0:00:00,,,,mile 110,
2019,Run,999,"Severson, Shawn",Severson,Shawn,,,137,MN USA,,,2019-01-28T07:04:00.0000000,2019-01-28T18:55:00.0000000,2019-01-28T19:40:00.0000000,0:45:00,,,,,,,,,,,,,,,,,
2020,Run,999,"Severson, Shawn",Severson,Shawn,,,151,MN USA,,,2020-01-27T07:04:00.0000000,2020-01-27T19:30:00.0000000,2020-01-27T19:50:00.0000000,0:20:00,,,,,,,,,,,,,,,,b/f MelGeorges,
2023,Foot,999,"Severson, Shawn",Severson,Shawn,,,149,USA/MN,,,2023-01-30T07:04:00.0000000,2023-01-30T20:00:00.0000000,,,,,,,,,,,,,,,,,,,
2023,Bike,38,"Seys, Derrick",Seys,Derrick,,,150,USA/IL,,,2023-01-30T07:00:00.0000000,2023-01-30T13:03:00.0000000,2023-01-30T14:24:00.0000000,1:21:00,2023-01-30T22:15:00.0000000,2023-01-31T06:56:00.0000000,8:41:00,,,,,,,2023-01-31T15:06:00.0000000,2023-01-31T16:13:00.0000000,1:07:00,2023-01-31T20:17:00.0000000,,37:17:00,,
2010,Bike,,,Shand,Bill,M,40,9,,,,2010-02-01T07:03:00.0000000,2010-02-01T12:15:00.0000000,2010-02-01T12:35:00.0000000,0:20:00,2010-02-01T18:30:00.0000000,2010-02-01T19:19:00.0000000,0:49:00,,,,,2010-02-02T06:22:00.0000000,,2010-02-02T06:37:00.0000000,2010-02-02T09:21:00.0000000,2:44:00,,26:18:00,,,
2009,Bike,,,Shand,Bill,M,39,18,,,,2009-02-02T07:27:00.0000000,2009-02-02T12:55:00.0000000,2009-02-02T13:15:00.0000000,0:20:00,2009-02-02T19:42:00.0000000,2009-02-02T22:05:00.0000000,2:23:00,,,,,,,,,,2009-02-03T15:14:00.0000000,31:47:00,31:47:00,10B 10th overall,
2007,Bike,5,,Shand,Bill,"M ",37,13,,,USA,2007-02-05T08:22:00.0000000,,,,2007-02-05T21:26:00.0000000,2006-02-06T06:55:00.0000000,-8750:31:00,,,,,,,,,,2007-02-06T21:05:00.0000000,36:43:00,36:43:00,,
2012,Bike,11,BILL SHAND,Shand,Bill,,,8,SD USA/CANADA,,,2012-01-30T07:00:00.0000000,2012-01-30T10:47:00.0000000,2012-01-30T10:47:00.0000000,0:00:00,2012-01-30T16:25:00.0000000,2012-01-30T16:33:00.0000000,0:08:00,,,,,,,2012-01-30T23:30:00.0000000,2012-01-30T23:30:00.0000000,0:00:00,2012-01-31T02:58:00.0000000,19:58:00,19:58:00,,
2011,Bike,13,BILL SHAND,Shand,Bill,,,8,,,,2011-01-31T07:00:00.0000000,2011-01-31T11:29:00.0000000,2011-01-31T11:46:00.0000000,0:17:00,2011-01-31T17:45:00.0000000,2011-01-31T18:20:00.0000000,0:35:00,,,,,,,2011-02-01T03:54:00.0000000,2011-02-01T05:23:00.0000000,1:29:00,2011-02-01T09:09:00.0000000,26:09:00,26:09:00,,
2019,Ski,999,"Shand, Bill",Shand,Bill,,,138,NL CAN,,,2019-01-28T07:02:00.0000000,,,,,,,,,,,,,,,,,,,Hwy 53,
